product_name,product_price,Description,Tags,stock_status,SKU,product_catagory
Ralts,£168.00,"Ralts has the ability to sense the emotions of people. If its Trainer is in a cheerful mood, this Pokémon grows cheerful and joyous in the same way.","['Feeling', 'ralts', 'Synchronize']",35 in stock,1217,"Categories: Feeling, Pokemon"
Kirlia,£162.00,"Kirlia uses the horns on its head to amplify its psychokinetic power. When the Pokémon uses its power, the air around it becomes distorted, creating mirages of nonexistent scenery.","['Emotion', 'kirlia', 'Synchronize']",148 in stock,1243,"Categories: Emotion, Pokemon"
Gardevoir,£168.00,Gardevoir has the psychokinetic power to distort the dimensions and create a small black hole. This Pokémon will try to protect its Trainer even at the risk of its own life.,"['Embrace', 'gardevoir', 'Synchronize']",178 in stock,8609,"Categories: Embrace, Pokemon"
Surskit,£128.00,"If Surskit senses danger, it secretes a thick, sugary syrup from the tip of its head. There are some Pokémon that love eating this syrup.","['Pond Skater', 'surskit', 'Swift Swim']",41 in stock,4453,"Categories: Pokemon, Pond Skater"
Masquerain,£128.00,"Masquerain’s antennas have eyelike patterns that usually give it an angry look. If the “eyes” are droopy and appear sad, it is said to be a sign that a heavy rainfall is on its way.","['Eyeball', 'Intimidate', 'masquerain']",99 in stock,4576,"Categories: Eyeball, Pokemon"
Shroomish,£162.00,"If Shroomish senses danger, it shakes its body and scatters spores from the top of its head. This Pokémon’s spores are so toxic, they make trees and weeds wilt.","['Effect Spore', 'Mushroom', 'shroomish']",160 in stock,8176,"Categories: Mushroom, Pokemon"
Breloom,£123.00,The seeds ringing Breloom’s tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this Pokémon’s seed will cause your stomach to rumble.,"['breloom', 'Effect Spore', 'Mushroom']",250 in stock,7305,"Categories: Mushroom, Pokemon"
Slakoth,£162.00,"Slakoth’s heart beats just once a minute. Whatever happens, it is content to loaf around motionless. It is rare to see this Pokémon in motion.","['Slacker', 'slakoth', 'Truant']",300 in stock,6989,"Categories: Pokemon, Slacker"
Vigoroth,£84.00,"Vigoroth is simply incapable of remaining still. Even when it tries to sleep, the blood in its veins grows agitated, compelling this Pokémon to run wild throughout the jungle before it can settle down.","['vigoroth', 'Vital Spirit', 'Wild Monkey']",299 in stock,9710,"Categories: Pokemon, Wild Monkey"
Slaking,£165.00,"Wherever Slaking live, rings of over a yard in diameter appear in grassy fields. They are made by the Pokémon as it eats all the grass within reach while lying prone on the ground.","['Lazy', 'slaking', 'Truant']",145 in stock,3413,"Categories: Lazy, Pokemon"
Nincada,£76.00,Nincada lives underground. It uses its sharp claws to carve the roots of trees and absorb moisture and nutrients. This Pokémon can’t withstand bright sunlight so avoids it.,"['Compound Eyes', 'nincada', 'Trainee']",239 in stock,4001,"Categories: Pokemon, Trainee"
Ninjask,£95.00,"If Ninjask is not trained properly, it will refuse to obey the Trainer and cry loudly continuously. Because of this quality, this Pokémon is said to be one that puts the Trainer’s abilities to the test.","['Ninja', 'ninjask', 'Speed Boost']",276 in stock,5002,"Categories: Ninja, Pokemon"
Shedinja,£76.00,Shedinja is a peculiar Pokémon. It seems to appear unsought in a Poké Ball after a Nincada evolves. This bizarre Pokémon is entirely immobile—it doesn’t even breathe.,"['Shed', 'shedinja', 'Wonder Guard']",152 in stock,2572,"Categories: Pokemon, Shed"
Whismur,£73.00,"Whismur is very timid. If it starts to cry loudly, it becomes startled by its own crying and cries even harder. When it finally stops crying, the Pokémon goes to sleep, all tired out.","['Soundproof', 'whismur', 'Whisper']",216 in stock,1446,"Categories: Pokemon, Whisper"
Loudred,£123.00,"Loudred shouts while stamping its feet. After it finishes shouting, this Pokémon becomes incapable of hearing anything for a while. This is considered to be a weak point.","['Big Voice', 'loudred', 'Soundproof']",95 in stock,8065,"Categories: Big Voice, Pokemon"
Exploud,£105.00,Exploud communicates its feelings to the others by emitting whistle-like sounds from the tubes on its body. This Pokémon only raises its voice when it is in battle.,"['exploud', 'Loud Noise', 'Soundproof']",89 in stock,2334,"Categories: Loud Noise, Pokemon"
Makuhita,£148.00,"Makuhita has a tireless spirit—it will never give up hope. It eats a lot of food, gets plenty of sleep, and it trains very rigorously. By living that way, this Pokémon packs its body with energy.","['Guts', 'makuhita']",109 in stock,2035,"Categories: Guts, Pokemon"
Hariyama,£156.00,"Hariyama’s thick body may appear fat, but it is actually a hunk of solid muscle. If this Pokémon bears down and tightens all its muscles, its body becomes as hard as a rock.","['Arm Thrust', 'Guts', 'hariyama']",275 in stock,2656,"Categories: Arm Thrust, Pokemon"
Azurill,£60.00,"Azurill’s tail is large and bouncy. It is packed full of the nutrients this Pokémon needs to grow. Azurill can be seen bouncing and playing on its big, rubbery tail.","['azurill', 'Polka Dot', 'Thick Fat']",37 in stock,7001,"Categories: Pokemon, Polka Dot"
Nosepass,£87.00,"Nosepass had been said to be completely unmoving, with its magnetic nose pointed due north. However, close observation has revealed that the Pokémon actually moves by a little over 3/8 of an inch every year.","['Compass', 'nosepass', 'Sturdy']",111 in stock,5893,"Categories: Compass, Pokemon"
Skitty,£148.00,"Skitty is known to chase around playfully after its own tail. In the wild, this Pokémon lives in holes in the trees of forests. It is very popular as a pet because of its adorable looks.","['Cute Charm', 'Kitten', 'skitty']",27 in stock,7257,"Categories: Kitten, Pokemon"
Delcatty,£159.00,"Delcatty sleeps anywhere it wants without keeping a permanent nest. If other Pokémon approach it as it sleeps, this Pokémon will never fight—it will just move away somewhere else.","['Cute Charm', 'delcatty', 'Prim']",148 in stock,3487,"Categories: Pokemon, Prim"
Sableye,£148.00,Sableye digs the ground with sharpened claws to find rocks that it eats. Substances in the eaten rocks crystallize and rise up to the Pokémon’s body surface.,"['Darkness', 'Keen Eye', 'sableye']",12 in stock,2323,"Categories: Darkness, Pokemon"
Mawile,£162.00,"Don’t be taken in by this Pokémon’s cute face—it’s very dangerous. Mawile fools the foe into letting down its guard, then chomps down with its massive jaws. The steel jaws are really horns that have been transformed.","['Deceiver', 'Intimidate', 'mawile']",133 in stock,2329,"Categories: Deceiver, Pokemon"
Aron,£105.00,"Aron has a body of steel. With one all-out charge, this Pokémon can demolish even a heavy dump truck. The destroyed dump truck then becomes a handy meal for the Pokémon.","['aron', 'Iron Armor', 'Rock Head']",104 in stock,1520,"Categories: Iron Armor, Pokemon"
Lairon,£76.00,"Lairon feeds on iron contained in rocks and water. It makes its nest on mountains where iron ore is buried. As a result, the Pokémon often clashes with humans mining the iron ore.","['Iron Armor', 'lairon', 'Rock Head']",236 in stock,7087,"Categories: Iron Armor, Pokemon"
Aggron,£87.00,"Aggron is protective of its environment. If its mountain is ravaged by a landslide or a fire, this Pokémon will haul topsoil to the area, plant trees, and beautifully restore its own territory.","['aggron', 'Iron Armor', 'Rock Head']",61 in stock,1323,"Categories: Iron Armor, Pokemon"
Meditite,£162.00,Meditite heightens its inner energy through meditation. It survives on just one berry a day. Minimal eating is another aspect of this Pokémon’s training.,"['Meditate', 'meditite', 'Pure Power']",11 in stock,8998,"Categories: Meditate, Pokemon"
Medicham,£130.00,"Through the power of meditation, Medicham developed its sixth sense. It gained the ability to use psychokinetic powers. This Pokémon is known to meditate for a whole month without eating.","['medicham', 'Meditate', 'Pure Power']",150 in stock,2121,"Categories: Meditate, Pokemon"
Electrike,£168.00,"Electrike runs faster than the human eye can follow. The friction from running is converted into electricity, which is then stored in this Pokémon’s fur.","['electrike', 'Lightning', 'Static']",124 in stock,8674,"Categories: Lightning, Pokemon"
Manectric,£148.00,Manectric discharges strong electricity from its mane. The mane is used for collecting electricity in the atmosphere. This Pokémon creates thunderclouds above its head.,"['Discharge', 'manectric', 'Static']",237 in stock,5500,"Categories: Discharge, Pokemon"
Plusle,£123.00,"When Plusle is cheering on its partner, it flashes with electric sparks from all over its body. If its partner loses, this Pokémon cries loudly.","['Cheering', 'Plus', 'plusle']",243 in stock,5972,"Categories: Cheering, Pokemon"
Minun,£128.00,"Minun loves to cheer on its partner in battle. It gives off sparks from its body while it is doing so. If its partner is in trouble, this Pokémon gives off increasing amounts of sparks.","['Cheering', 'minun', 'Minus']",215 in stock,2294,"Categories: Cheering, Pokemon"
Volbeat,£182.00,"Volbeat’s tail glows like a lightbulb. With other Volbeat, it uses its tail to draw geometric shapes in the night sky. This Pokémon loves the sweet aroma given off by Illumise.","['Firefly', 'Swarm', 'volbeat']",79 in stock,1715,"Categories: Firefly, Pokemon"
Illumise,£123.00,Illumise leads a flight of illuminated Volbeat to draw signs in the night sky. This Pokémon is said to earn greater respect from its peers by composing more complex designs in the sky.,"['Firefly', 'illumise', 'Tinted Lens']",77 in stock,7540,"Categories: Firefly, Pokemon"
Roselia,£73.00,"On extremely rare occasions, a Roselia is said to appear with its flowers in unusual colors. The thorns on this Pokémon’s head contain a vicious poison.","['Poison Point', 'roselia', 'Thorn']",114 in stock,2703,"Categories: Pokemon, Thorn"
Gulpin,£156.00,Most of Gulpin’s body is made up of its stomach—its heart and brain are very small in comparison. This Pokémon’s stomach contains special enzymes that dissolve anything.,"['gulpin', 'Liquid Ooze', 'Stomach']",35 in stock,5122,"Categories: Pokemon, Stomach"
Swalot,£25.00,"Swalot has no teeth, so what it eats, it swallows whole, no matter what. Its cavernous mouth yawns widely. An automobile tire could easily fit inside this Pokémon’s mouth.","['Liquid Ooze', 'Poison Bag', 'swalot']",133 in stock,2075,"Categories: Poison Bag, Pokemon"
Carvanha,£130.00,"If anything invades Carvanha’s territory, it will swarm and tear at the intruder with its pointed fangs. On its own, however, this Pokémon turns suddenly timid.","['carvanha', 'Rough Skin', 'Savage']",80 in stock,8826,"Categories: Pokemon, Savage"
Sharpedo,£73.00,Sharpedo can swim at speeds of up to 75 mph by jetting seawater out of its backside. This Pokémon’s drawback is its inability to swim long distances.,"['Brutal', 'Rough Skin', 'sharpedo']",160 in stock,8327,"Categories: Brutal, Pokemon"
Wailmer,£87.00,"Wailmer can store water inside its body to transform itself into a ball for bouncing around on the ground. By filling itself up with more water, this Pokémon can elevate the height of its bounces.","['Ball Whale', 'Oblivious', 'wailmer']",115 in stock,7524,"Categories: Ball Whale, Pokemon"
Wailord,£84.00,"When chasing prey, Wailord herds them by leaping out of the water and making a humongous splash. It is breathtaking to see this Pokémon leaping out of the sea with others in its pod.","['Float Whale', 'Oblivious', 'wailord']",47 in stock,7833,"Categories: Float Whale, Pokemon"
Numel,£130.00,"Numel stores magma of almost 2,200 degrees Fahrenheit within its body. If it gets wet, the magma cools and hardens. In that event, the Pokémon’s body grows heavy and its movements become sluggish.","['Numb', 'numel', 'Oblivious']",179 in stock,1767,"Categories: Numb, Pokemon"
Camerupt,£159.00,The humps on Camerupt’s back are formed by a transformation of its bones. They sometimes blast out molten magma. This Pokémon apparently erupts often when it is enraged.,"['camerupt', 'Eruption', 'Magma Armor']",27 in stock,7274,"Categories: Eruption, Pokemon"
